"","week","month","item_no","diff","type","total_sold"
"10685",41,10,"VL-05PST-PD-77",-36.7626443042079,"Actual",0
"10686",41,10,"VL-05PST-PD-77",-36.7626443042079,"Predicted",36.7626443042079
"10687",42,10,"VL-05PST-PD-77",-36.7626443042079,"Actual",0
"10688",42,10,"VL-05PST-PD-77",-36.7626443042079,"Predicted",36.7626443042079
"10689",43,10,"VL-05PST-PD-77",-36.7626443042079,"Actual",0
"10690",43,10,"VL-05PST-PD-77",-36.7626443042079,"Predicted",36.7626443042079
"10691",44,10,"VL-05PST-PD-77",-36.7626443042079,"Actual",0
"10692",44,10,"VL-05PST-PD-77",-36.7626443042079,"Predicted",36.7626443042079
"10693",45,11,"VL-05PST-PD-77",-36.3600953680884,"Actual",0
"10694",45,11,"VL-05PST-PD-77",-36.3600953680884,"Predicted",36.3600953680884
"10695",46,11,"VL-05PST-PD-77",-36.3600953680884,"Actual",0
"10696",46,11,"VL-05PST-PD-77",-36.3600953680884,"Predicted",36.3600953680884
"10697",47,11,"VL-05PST-PD-77",61.2906641730484,"Actual",100
"10698",47,11,"VL-05PST-PD-77",61.2906641730484,"Predicted",38.7093358269516
"10699",48,11,"VL-05PST-PD-77",-38.2774242942707,"Actual",0
"10700",48,11,"VL-05PST-PD-77",-38.2774242942707,"Predicted",38.2774242942707
"10701",49,12,"VL-05PST-PD-77",-37.8026607996259,"Actual",0
"10702",49,12,"VL-05PST-PD-77",-37.8026607996259,"Predicted",37.8026607996259
"10703",50,12,"VL-05PST-PD-77",-38.2854707255706,"Actual",0
"10704",50,12,"VL-05PST-PD-77",-38.2854707255706,"Predicted",38.2854707255706
"10705",51,12,"VL-05PST-PD-77",-35.9619543207112,"Actual",0
"10706",51,12,"VL-05PST-PD-77",-35.9619543207112,"Predicted",35.9619543207112
"10707",52,12,"VL-05PST-PD-77",-35.9619543207112,"Actual",0
"10708",52,12,"VL-05PST-PD-77",-35.9619543207112,"Predicted",35.9619543207112
"10709",1,1,"VL-05PST-PD-77",-40.5921728919214,"Actual",0
"10710",1,1,"VL-05PST-PD-77",-40.5921728919214,"Predicted",40.5921728919214
"10711",3,1,"VL-09PST-PD-2424",-40.5921728919214,"Actual",0
"10712",3,1,"VL-09PST-PD-2424",-40.5921728919214,"Predicted",40.5921728919214
"10713",4,1,"VL-09PST-PD-2424",-40.5921728919214,"Actual",0
"10714",4,1,"VL-09PST-PD-2424",-40.5921728919214,"Predicted",40.5921728919214
"10715",5,1,"VL-09PST-PD-2424",-40.5921728919214,"Actual",0
"10716",5,1,"VL-09PST-PD-2424",-40.5921728919214,"Predicted",40.5921728919214
"10717",6,2,"VL-09PST-PD-2424",-40.1476908280848,"Actual",0
"10718",6,2,"VL-09PST-PD-2424",-40.1476908280848,"Predicted",40.1476908280848
"10719",7,2,"VL-09PST-PD-2424",57.2583506393959,"Actual",100
"10720",7,2,"VL-09PST-PD-2424",57.2583506393959,"Predicted",42.7416493606041
"10721",8,2,"VL-09PST-PD-2424",-42.2647460273314,"Actual",0
"10722",8,2,"VL-09PST-PD-2424",-42.2647460273314,"Predicted",42.2647460273314
"10723",9,2,"VL-09PST-PD-2424",-42.2026435139615,"Actual",0
"10724",9,2,"VL-09PST-PD-2424",-42.2026435139615,"Predicted",42.2026435139615
"10725",10,3,"VL-09PST-PD-2424",-42.2736306474851,"Actual",0
"10726",10,3,"VL-09PST-PD-2424",-42.2736306474851,"Predicted",42.2736306474851
"10727",11,3,"VL-09PST-PD-2424",-39.7080758184362,"Actual",0
"10728",11,3,"VL-09PST-PD-2424",-39.7080758184362,"Predicted",39.7080758184362
"10729",12,3,"VL-09PST-PD-2424",-39.7080758184362,"Actual",0
"10730",12,3,"VL-09PST-PD-2424",-39.7080758184362,"Predicted",39.7080758184362
"10731",13,3,"VL-09PST-PD-2424",-39.7080758184362,"Actual",0
"10732",13,3,"VL-09PST-PD-2424",-39.7080758184362,"Predicted",39.7080758184362
"10733",14,4,"VL-09PST-PD-2424",-39.2732745689995,"Actual",0
"10734",14,4,"VL-09PST-PD-2424",-39.2732745689995,"Predicted",39.2732745689995
"10735",15,4,"VL-09PST-PD-2424",-39.2732745689995,"Actual",0
"10736",15,4,"VL-09PST-PD-2424",-39.2732745689995,"Predicted",39.2732745689995
"10737",16,4,"VL-09PST-PD-2424",-39.2732745689995,"Actual",0
"10738",16,4,"VL-09PST-PD-2424",-39.2732745689995,"Predicted",39.2732745689995
"10739",17,4,"VL-09PST-PD-2424",-39.2732745689995,"Actual",0
"10740",17,4,"VL-09PST-PD-2424",-39.2732745689995,"Predicted",39.2732745689995
"10741",18,5,"VL-09PST-PD-2424",-38.8432343693648,"Actual",0
"10742",18,5,"VL-09PST-PD-2424",-38.8432343693648,"Predicted",38.8432343693648
"10743",19,5,"VL-09PST-PD-2424",-38.8432343693648,"Actual",0
"10744",19,5,"VL-09PST-PD-2424",-38.8432343693648,"Predicted",38.8432343693648
"10745",20,5,"VL-09PST-PD-2424",-38.8432343693648,"Actual",0
"10746",20,5,"VL-09PST-PD-2424",-38.8432343693648,"Predicted",38.8432343693648
"10747",21,5,"VL-09PST-PD-2424",-38.8432343693648,"Actual",0
"10748",21,5,"VL-09PST-PD-2424",-38.8432343693648,"Predicted",38.8432343693648
"10749",22,5,"VL-09PST-PD-2424",9.92156650979606,"Actual",50
"10750",22,5,"VL-09PST-PD-2424",9.92156650979606,"Predicted",40.0784334902039
"10751",23,6,"VL-09PST-PD-2424",-39.4178110098782,"Actual",0
"10752",23,6,"VL-09PST-PD-2424",-39.4178110098782,"Predicted",39.4178110098782
"10753",24,6,"VL-09PST-PD-2424",-39.3888407064876,"Actual",0
"10754",24,6,"VL-09PST-PD-2424",-39.3888407064876,"Predicted",39.3888407064876
"10755",25,6,"VL-09PST-PD-2424",-39.6395768446015,"Actual",0
"10756",25,6,"VL-09PST-PD-2424",-39.6395768446015,"Predicted",39.6395768446015
"10757",26,6,"VL-09PST-PD-2424",-38.4179030862981,"Actual",0
"10758",26,6,"VL-09PST-PD-2424",-38.4179030862981,"Predicted",38.4179030862981
"10759",27,7,"VL-09PST-PD-2424",254.151614568845,"Actual",300
"10760",27,7,"VL-09PST-PD-2424",254.151614568845,"Predicted",45.8483854311551
"10761",28,7,"VL-09PST-PD-2424",-44.3307425326689,"Actual",0
"10762",28,7,"VL-09PST-PD-2424",-44.3307425326689,"Predicted",44.3307425326689
"10763",29,7,"VL-09PST-PD-2424",-44.1356148537119,"Actual",0
"10764",29,7,"VL-09PST-PD-2424",-44.1356148537119,"Predicted",44.1356148537119
"10765",30,7,"VL-09PST-PD-2424",-45.8483854311551,"Actual",0
"10766",30,7,"VL-09PST-PD-2424",-45.8483854311551,"Predicted",45.8483854311551
"10767",31,7,"VL-09PST-PD-2424",-37.9972291574218,"Actual",0
"10768",31,7,"VL-09PST-PD-2424",-37.9972291574218,"Predicted",37.9972291574218
"10769",32,8,"VL-09PST-PD-2424",157.405687611783,"Actual",200
"10770",32,8,"VL-09PST-PD-2424",157.405687611783,"Predicted",42.5943123882166
"10771",33,8,"VL-09PST-PD-2424",-6.59849332969874,"Actual",36
"10772",33,8,"VL-09PST-PD-2424",-6.59849332969874,"Predicted",42.5984933296987
"10773",34,8,"VL-09PST-PD-2424",-42.3021788906541,"Actual",0
"10774",34,8,"VL-09PST-PD-2424",-42.3021788906541,"Predicted",42.3021788906541
"10775",35,8,"VL-09PST-PD-2424",-43.3666706836508,"Actual",0
"10776",35,8,"VL-09PST-PD-2424",-43.3666706836508,"Predicted",43.3666706836508
"10777",36,9,"VL-09PST-PD-2424",-38.0169371700769,"Actual",0
"10778",36,9,"VL-09PST-PD-2424",-38.0169371700769,"Predicted",38.0169371700769
"10779",37,9,"VL-09PST-PD-2424",-37.1696499295724,"Actual",0
"10780",37,9,"VL-09PST-PD-2424",-37.1696499295724,"Predicted",37.1696499295724
"10781",38,9,"VL-09PST-PD-2424",-37.1696499295724,"Actual",0
"10782",38,9,"VL-09PST-PD-2424",-37.1696499295724,"Predicted",37.1696499295724
"10783",39,9,"VL-09PST-PD-2424",-37.1696499295724,"Actual",0
"10784",39,9,"VL-09PST-PD-2424",-37.1696499295724,"Predicted",37.1696499295724
"10785",40,10,"VL-09PST-PD-2424",-36.7626443042079,"Actual",0
"10786",40,10,"VL-09PST-PD-2424",-36.7626443042079,"Predicted",36.7626443042079
"10787",41,10,"VL-09PST-PD-2424",-36.7626443042079,"Actual",0
"10788",41,10,"VL-09PST-PD-2424",-36.7626443042079,"Predicted",36.7626443042079
"10789",42,10,"VL-09PST-PD-2424",-36.7626443042079,"Actual",0
"10790",42,10,"VL-09PST-PD-2424",-36.7626443042079,"Predicted",36.7626443042079
"10791",43,10,"VL-09PST-PD-2424",-36.7626443042079,"Actual",0
"10792",43,10,"VL-09PST-PD-2424",-36.7626443042079,"Predicted",36.7626443042079
"10793",44,10,"VL-09PST-PD-2424",-36.7626443042079,"Actual",0
"10794",44,10,"VL-09PST-PD-2424",-36.7626443042079,"Predicted",36.7626443042079
"10795",45,11,"VL-09PST-PD-2424",-36.3600953680884,"Actual",0
"10796",45,11,"VL-09PST-PD-2424",-36.3600953680884,"Predicted",36.3600953680884
"10797",46,11,"VL-09PST-PD-2424",-36.3600953680884,"Actual",0
"10798",46,11,"VL-09PST-PD-2424",-36.3600953680884,"Predicted",36.3600953680884
"10799",47,11,"VL-09PST-PD-2424",-36.3600953680884,"Actual",0
"10800",47,11,"VL-09PST-PD-2424",-36.3600953680884,"Predicted",36.3600953680884
"10801",48,11,"VL-09PST-PD-2424",-36.3600953680884,"Actual",0
"10802",48,11,"VL-09PST-PD-2424",-36.3600953680884,"Predicted",36.3600953680884
"10803",49,12,"VL-09PST-PD-2424",256.60742693309,"Actual",300
"10804",49,12,"VL-09PST-PD-2424",256.60742693309,"Predicted",43.3925730669103
"10805",50,12,"VL-09PST-PD-2424",-41.9562208433206,"Actual",0
"10806",50,12,"VL-09PST-PD-2424",-41.9562208433206,"Predicted",41.9562208433206
"10807",51,12,"VL-09PST-PD-2424",-41.7715449384465,"Actual",0
"10808",51,12,"VL-09PST-PD-2424",-41.7715449384465,"Predicted",41.7715449384465
"10809",52,12,"VL-09PST-PD-2424",-43.3925730669103,"Actual",0
"10810",52,12,"VL-09PST-PD-2424",-43.3925730669103,"Predicted",43.3925730669103
"10811",1,1,"VL-09PST-PD-2424",-40.5921728919214,"Actual",0
"10812",1,1,"VL-09PST-PD-2424",-40.5921728919214,"Predicted",40.5921728919214
"10813",3,1,"VL-09PST-PD-458458",-40.5921728919214,"Actual",0
"10814",3,1,"VL-09PST-PD-458458",-40.5921728919214,"Predicted",40.5921728919214
"10815",4,1,"VL-09PST-PD-458458",-40.5921728919214,"Actual",0
"10816",4,1,"VL-09PST-PD-458458",-40.5921728919214,"Predicted",40.5921728919214
"10817",5,1,"VL-09PST-PD-458458",-40.5921728919214,"Actual",0
"10818",5,1,"VL-09PST-PD-458458",-40.5921728919214,"Predicted",40.5921728919214
"10819",6,2,"VL-09PST-PD-458458",-40.1476908280848,"Actual",0
"10820",6,2,"VL-09PST-PD-458458",-40.1476908280848,"Predicted",40.1476908280848
"10821",7,2,"VL-09PST-PD-458458",997.253262670061,"Actual",1076
"10822",7,2,"VL-09PST-PD-458458",997.253262670061,"Predicted",78.7467373299393
"10823",8,2,"VL-09PST-PD-458458",-69.7909231541512,"Actual",0
"10824",8,2,"VL-09PST-PD-458458",-69.7909231541512,"Predicted",69.7909231541512
"10825",9,2,"VL-09PST-PD-458458",-68.6953781808026,"Actual",0
"10826",9,2,"VL-09PST-PD-458458",-68.6953781808026,"Predicted",68.6953781808026
"10827",10,3,"VL-09PST-PD-458458",-77.8844648809625,"Actual",0
"10828",10,3,"VL-09PST-PD-458458",-77.8844648809625,"Predicted",77.8844648809625
"10829",11,3,"VL-09PST-PD-458458",300.563659608916,"Actual",350
"10830",11,3,"VL-09PST-PD-458458",300.563659608916,"Predicted",49.4363403910842
"10831",12,3,"VL-09PST-PD-458458",-47.532511987455,"Actual",0
"10832",12,3,"VL-09PST-PD-458458",-47.532511987455,"Predicted",47.532511987455
"10833",13,3,"VL-09PST-PD-458458",-47.2885108201197,"Actual",0
"10834",13,3,"VL-09PST-PD-458458",-47.2885108201197,"Predicted",47.2885108201197
"10835",14,4,"VL-09PST-PD-458458",-48.8950151788552,"Actual",0
"10836",14,4,"VL-09PST-PD-458458",-48.8950151788552,"Predicted",48.8950151788552
"10837",15,4,"VL-09PST-PD-458458",-39.2732745689995,"Actual",0
"10838",15,4,"VL-09PST-PD-458458",-39.2732745689995,"Predicted",39.2732745689995
"10839",16,4,"VL-09PST-PD-458458",-39.2732745689995,"Actual",0
"10840",16,4,"VL-09PST-PD-458458",-39.2732745689995,"Predicted",39.2732745689995
"10841",17,4,"VL-09PST-PD-458458",-39.2732745689995,"Actual",0
"10842",17,4,"VL-09PST-PD-458458",-39.2732745689995,"Predicted",39.2732745689995
"10843",18,5,"VL-09PST-PD-458458",-38.8432343693648,"Actual",0
"10844",18,5,"VL-09PST-PD-458458",-38.8432343693648,"Predicted",38.8432343693648
"10845",19,5,"VL-09PST-PD-458458",-38.8432343693648,"Actual",0
"10846",19,5,"VL-09PST-PD-458458",-38.8432343693648,"Predicted",38.8432343693648
"10847",20,5,"VL-09PST-PD-458458",-38.8432343693648,"Actual",0
"10848",20,5,"VL-09PST-PD-458458",-38.8432343693648,"Predicted",38.8432343693648
"10849",21,5,"VL-09PST-PD-458458",-38.8432343693648,"Actual",0
"10850",21,5,"VL-09PST-PD-458458",-38.8432343693648,"Predicted",38.8432343693648
"10851",22,5,"VL-09PST-PD-458458",301.64038255203,"Actual",350
"10852",22,5,"VL-09PST-PD-458458",301.64038255203,"Predicted",48.3596174479704
"10853",23,6,"VL-09PST-PD-458458",-45.988112023663,"Actual",0
"10854",23,6,"VL-09PST-PD-458458",-45.988112023663,"Predicted",45.988112023663
"10855",24,6,"VL-09PST-PD-458458",-45.7520388066556,"Actual",0
"10856",24,6,"VL-09PST-PD-458458",-45.7520388066556,"Predicted",45.7520388066556
"10857",25,6,"VL-09PST-PD-458458",-47.8300822928346,"Actual",0
"10858",25,6,"VL-09PST-PD-458458",-47.8300822928346,"Predicted",47.8300822928346
"10859",26,6,"VL-09PST-PD-458458",-38.4179030862981,"Actual",0
"10860",26,6,"VL-09PST-PD-458458",-38.4179030862981,"Predicted",38.4179030862981
"10861",27,7,"VL-09PST-PD-458458",-37.9972291574218,"Actual",0
"10862",27,7,"VL-09PST-PD-458458",-37.9972291574218,"Predicted",37.9972291574218
"10863",28,7,"VL-09PST-PD-458458",-37.9972291574218,"Actual",0
"10864",28,7,"VL-09PST-PD-458458",-37.9972291574218,"Predicted",37.9972291574218
"10865",29,7,"VL-09PST-PD-458458",302.693654481435,"Actual",350
"10866",29,7,"VL-09PST-PD-458458",302.693654481435,"Predicted",47.3063455185654
"10867",30,7,"VL-09PST-PD-458458",-45.4845447226799,"Actual",0
"10868",30,7,"VL-09PST-PD-458458",-45.4845447226799,"Predicted",45.4845447226799
"10869",31,7,"VL-09PST-PD-458458",-45.2510564944335,"Actual",0
"10870",31,7,"VL-09PST-PD-458458",-45.2510564944335,"Predicted",45.2510564944335
"10871",32,8,"VL-09PST-PD-458458",-46.7883436332107,"Actual",0
"10872",32,8,"VL-09PST-PD-458458",-46.7883436332107,"Predicted",46.7883436332107
"10873",33,8,"VL-09PST-PD-458458",-37.5811615849631,"Actual",0
"10874",33,8,"VL-09PST-PD-458458",-37.5811615849631,"Predicted",37.5811615849631
"10875",34,8,"VL-09PST-PD-458458",-37.5811615849631,"Actual",0
"10876",34,8,"VL-09PST-PD-458458",-37.5811615849631,"Predicted",37.5811615849631
"10877",35,8,"VL-09PST-PD-458458",-37.5811615849631,"Actual",0
"10878",35,8,"VL-09PST-PD-458458",-37.5811615849631,"Predicted",37.5811615849631
"10879",36,9,"VL-09PST-PD-458458",-37.1696499295724,"Actual",0
"10880",36,9,"VL-09PST-PD-458458",-37.1696499295724,"Predicted",37.1696499295724
"10881",37,9,"VL-09PST-PD-458458",-37.1696499295724,"Actual",0
"10882",37,9,"VL-09PST-PD-458458",-37.1696499295724,"Predicted",37.1696499295724
"10883",38,9,"VL-09PST-PD-458458",-37.1696499295724,"Actual",0
"10884",38,9,"VL-09PST-PD-458458",-37.1696499295724,"Predicted",37.1696499295724
"10885",39,9,"VL-09PST-PD-458458",303.723986159948,"Actual",350
"10886",39,9,"VL-09PST-PD-458458",303.723986159948,"Predicted",46.2760138400519
"10887",40,10,"VL-09PST-PD-458458",-44.0066861731182,"Actual",0
"10888",40,10,"VL-09PST-PD-458458",-44.0066861731182,"Predicted",44.0066861731182
"10889",41,10,"VL-09PST-PD-458458",-43.7807843146254,"Actual",0
"10890",41,10,"VL-09PST-PD-458458",-43.7807843146254,"Predicted",43.7807843146254
"10891",42,10,"VL-09PST-PD-458458",-45.7692940299909,"Actual",0
"10892",42,10,"VL-09PST-PD-458458",-45.7692940299909,"Predicted",45.7692940299909
"10893",43,10,"VL-09PST-PD-458458",-36.7626443042079,"Actual",0
"10894",43,10,"VL-09PST-PD-458458",-36.7626443042079,"Predicted",36.7626443042079
"10895",44,10,"VL-09PST-PD-458458",-36.7626443042079,"Actual",0
"10896",44,10,"VL-09PST-PD-458458",-36.7626443042079,"Predicted",36.7626443042079
"10897",45,11,"VL-09PST-PD-458458",-36.3600953680884,"Actual",0
"10898",45,11,"VL-09PST-PD-458458",-36.3600953680884,"Predicted",36.3600953680884
"10899",46,11,"VL-09PST-PD-458458",-36.3600953680884,"Actual",0
"10900",46,11,"VL-09PST-PD-458458",-36.3600953680884,"Predicted",36.3600953680884
"10901",47,11,"VL-09PST-PD-458458",304.731877225979,"Actual",350
"10902",47,11,"VL-09PST-PD-458458",304.731877225979,"Predicted",45.2681227740209
"10903",48,11,"VL-09PST-PD-458458",-43.5248153763782,"Actual",0
"10904",48,11,"VL-09PST-PD-458458",-43.5248153763782,"Predicted",43.5248153763782
"10905",49,12,"VL-09PST-PD-458458",-42.8272393198673,"Actual",0
"10906",49,12,"VL-09PST-PD-458458",-42.8272393198673,"Predicted",42.8272393198673
"10907",50,12,"VL-09PST-PD-458458",-44.7724393157794,"Actual",0
"10908",50,12,"VL-09PST-PD-458458",-44.7724393157794,"Predicted",44.7724393157794
"10909",51,12,"VL-09PST-PD-458458",-35.9619543207112,"Actual",0
"10910",51,12,"VL-09PST-PD-458458",-35.9619543207112,"Predicted",35.9619543207112
"10911",52,12,"VL-09PST-PD-458458",305.227560684221,"Actual",350
"10912",52,12,"VL-09PST-PD-458458",305.227560684221,"Predicted",44.7724393157794
"10913",1,1,"VL-09PST-PD-458458",-48.5908194948663,"Actual",0
"10914",1,1,"VL-09PST-PD-458458",-48.5908194948663,"Predicted",48.5908194948663
"10915",3,1,"VL-09PST-PD-88",-42.7326663772764,"Actual",0
"10916",3,1,"VL-09PST-PD-88",-42.7326663772764,"Predicted",42.7326663772764
"10917",4,1,"VL-09PST-PD-88",-42.6698763161859,"Actual",0
"10918",4,1,"VL-09PST-PD-88",-42.6698763161859,"Predicted",42.6698763161859
"10919",5,1,"VL-09PST-PD-88",-43.2148495902495,"Actual",0
"10920",5,1,"VL-09PST-PD-88",-43.2148495902495,"Predicted",43.2148495902495
"10921",6,2,"VL-09PST-PD-88",-40.1476908280848,"Actual",0
"10922",6,2,"VL-09PST-PD-88",-40.1476908280848,"Predicted",40.1476908280848
"10923",7,2,"VL-09PST-PD-88",-40.1476908280848,"Actual",0
"10924",7,2,"VL-09PST-PD-88",-40.1476908280848,"Predicted",40.1476908280848
"10925",8,2,"VL-09PST-PD-88",-40.1476908280848,"Actual",0
"10926",8,2,"VL-09PST-PD-88",-40.1476908280848,"Predicted",40.1476908280848
"10927",9,2,"VL-09PST-PD-88",-40.1476908280848,"Actual",0
"10928",9,2,"VL-09PST-PD-88",-40.1476908280848,"Predicted",40.1476908280848
"10929",10,3,"VL-09PST-PD-88",154.995052988937,"Actual",200
"10930",10,3,"VL-09PST-PD-88",154.995052988937,"Predicted",45.004947011063
"10931",11,3,"VL-09PST-PD-88",-44.0062364119053,"Actual",0
"10932",11,3,"VL-09PST-PD-88",-44.0062364119053,"Predicted",44.0062364119053
"10933",12,3,"VL-09PST-PD-88",-43.8770086121944,"Actual",0
"10934",12,3,"VL-09PST-PD-88",-43.8770086121944,"Predicted",43.8770086121944
"10935",13,3,"VL-09PST-PD-88",-45.004947011063,"Actual",0
"10936",13,3,"VL-09PST-PD-88",-45.004947011063,"Predicted",45.004947011063
"10937",14,4,"VL-09PST-PD-88",-39.2732745689995,"Actual",0
"10938",14,4,"VL-09PST-PD-88",-39.2732745689995,"Predicted",39.2732745689995
"10939",15,4,"VL-09PST-PD-88",-39.2732745689995,"Actual",0
"10940",15,4,"VL-09PST-PD-88",-39.2732745689995,"Predicted",39.2732745689995
"10941",16,4,"VL-09PST-PD-88",-39.2732745689995,"Actual",0
"10942",16,4,"VL-09PST-PD-88",-39.2732745689995,"Predicted",39.2732745689995
"10943",17,4,"VL-09PST-PD-88",-39.2732745689995,"Actual",0
"10944",17,4,"VL-09PST-PD-88",-39.2732745689995,"Predicted",39.2732745689995
"10945",18,5,"VL-09PST-PD-88",-38.8432343693648,"Actual",0
"10946",18,5,"VL-09PST-PD-88",-38.8432343693648,"Predicted",38.8432343693648
"10947",19,5,"VL-09PST-PD-88",-38.8432343693648,"Actual",0
"10948",19,5,"VL-09PST-PD-88",-38.8432343693648,"Predicted",38.8432343693648
"10949",20,5,"VL-09PST-PD-88",-38.8432343693648,"Actual",0
"10950",20,5,"VL-09PST-PD-88",-38.8432343693648,"Predicted",38.8432343693648
"10951",21,5,"VL-09PST-PD-88",-38.8432343693648,"Actual",0
"10952",21,5,"VL-09PST-PD-88",-38.8432343693648,"Predicted",38.8432343693648
"10953",22,5,"VL-09PST-PD-88",-38.8432343693648,"Actual",0
"10954",22,5,"VL-09PST-PD-88",-38.8432343693648,"Predicted",38.8432343693648
"10955",23,6,"VL-09PST-PD-88",-38.4179030862981,"Actual",0
"10956",23,6,"VL-09PST-PD-88",-38.4179030862981,"Predicted",38.4179030862981
"10957",24,6,"VL-09PST-PD-88",-38.4179030862981,"Actual",0
"10958",24,6,"VL-09PST-PD-88",-38.4179030862981,"Predicted",38.4179030862981
"10959",25,6,"VL-09PST-PD-88",-38.4179030862981,"Actual",0
"10960",25,6,"VL-09PST-PD-88",-38.4179030862981,"Predicted",38.4179030862981
"10961",26,6,"VL-09PST-PD-88",59.0999006663777,"Actual",100
"10962",26,6,"VL-09PST-PD-88",59.0999006663777,"Predicted",40.9000993336223
"10963",27,7,"VL-09PST-PD-88",57.4146396294,"Actual",100
"10964",27,7,"VL-09PST-PD-88",57.4146396294,"Predicted",42.5853603706
"10965",28,7,"VL-09PST-PD-88",-42.0483254511592,"Actual",0
"10966",28,7,"VL-09PST-PD-88",-42.0483254511592,"Predicted",42.0483254511592
"10967",29,7,"VL-09PST-PD-88",-42.5227867564094,"Actual",0
"10968",29,7,"VL-09PST-PD-88",-42.5227867564094,"Predicted",42.5227867564094
"10969",30,7,"VL-09PST-PD-88",-40.4522454921604,"Actual",0
"10970",30,7,"VL-09PST-PD-88",-40.4522454921604,"Predicted",40.4522454921604
"10971",31,7,"VL-09PST-PD-88",-37.9972291574218,"Actual",0
"10972",31,7,"VL-09PST-PD-88",-37.9972291574218,"Predicted",37.9972291574218
"10973",32,8,"VL-09PST-PD-88",59.9907043743336,"Actual",100
"10974",32,8,"VL-09PST-PD-88",59.9907043743336,"Predicted",40.0092956256664
"10975",33,8,"VL-09PST-PD-88",-39.5628793845711,"Actual",0
"10976",33,8,"VL-09PST-PD-88",-39.5628793845711,"Predicted",39.5628793845711
"10977",34,8,"VL-09PST-PD-88",-39.5047469106567,"Actual",0
"10978",34,8,"VL-09PST-PD-88",-39.5047469106567,"Predicted",39.5047469106567
"10979",35,8,"VL-09PST-PD-88",-40.0092956256664,"Actual",0
"10980",35,8,"VL-09PST-PD-88",-40.0092956256664,"Predicted",40.0092956256664
"10981",36,9,"VL-09PST-PD-88",-37.1696499295724,"Actual",0
"10982",36,9,"VL-09PST-PD-88",-37.1696499295724,"Predicted",37.1696499295724
"10983",37,9,"VL-09PST-PD-88",-37.1696499295724,"Actual",0
"10984",37,9,"VL-09PST-PD-88",-37.1696499295724,"Predicted",37.1696499295724
"10985",38,9,"VL-09PST-PD-88",-37.1696499295724,"Actual",0
"10986",38,9,"VL-09PST-PD-88",-37.1696499295724,"Predicted",37.1696499295724
"10987",39,9,"VL-09PST-PD-88",60.4288039641165,"Actual",100
"10988",39,9,"VL-09PST-PD-88",60.4288039641165,"Predicted",39.5711960358835
"10989",40,10,"VL-09PST-PD-88",-38.7012003122121,"Actual",0
"10990",40,10,"VL-09PST-PD-88",-38.7012003122121,"Predicted",38.7012003122121
"10991",41,10,"VL-09PST-PD-88",-38.6443339629321,"Actual",0
"10992",41,10,"VL-09PST-PD-88",-38.6443339629321,"Predicted",38.6443339629321
"10993",42,10,"VL-09PST-PD-88",-39.1378936125483,"Actual",0
"10994",42,10,"VL-09PST-PD-88",-39.1378936125483,"Predicted",39.1378936125483
"10995",43,10,"VL-09PST-PD-88",60.8621063874517,"Actual",100
"10996",43,10,"VL-09PST-PD-88",60.8621063874517,"Predicted",39.1378936125483
"10997",44,10,"VL-09PST-PD-88",-38.7012003122121,"Actual",0
"10998",44,10,"VL-09PST-PD-88",-38.7012003122121,"Predicted",38.7012003122121
"10999",45,11,"VL-09PST-PD-88",-38.2211806283922,"Actual",0
"11000",45,11,"VL-09PST-PD-88",-38.2211806283922,"Predicted",38.2211806283922
"11001",46,11,"VL-09PST-PD-88",-38.7093358269516,"Actual",0
"11002",46,11,"VL-09PST-PD-88",-38.7093358269516,"Predicted",38.7093358269516
"11003",47,11,"VL-09PST-PD-88",-36.3600953680884,"Actual",0
"11004",47,11,"VL-09PST-PD-88",-36.3600953680884,"Predicted",36.3600953680884
"11005",48,11,"VL-09PST-PD-88",-36.3600953680884,"Actual",0
"11006",48,11,"VL-09PST-PD-88",-36.3600953680884,"Predicted",36.3600953680884
"11007",49,12,"VL-09PST-PD-88",-35.9619543207112,"Actual",0
"11008",49,12,"VL-09PST-PD-88",-35.9619543207112,"Predicted",35.9619543207112
"11009",50,12,"VL-09PST-PD-88",159.240889535462,"Actual",200
"11010",50,12,"VL-09PST-PD-88",159.240889535462,"Predicted",40.7591104645376
"11011",51,12,"VL-09PST-PD-88",-39.854619773255,"Actual",0
"11012",51,12,"VL-09PST-PD-88",-39.854619773255,"Predicted",39.854619773255
"11013",52,12,"VL-09PST-PD-88",-39.7375835247241,"Actual",0
"11014",52,12,"VL-09PST-PD-88",-39.7375835247241,"Predicted",39.7375835247241
"11015",1,1,"VL-09PST-PD-88",-46.0069784901699,"Actual",0
"11016",1,1,"VL-09PST-PD-88",-46.0069784901699,"Predicted",46.0069784901699
"11017",3,1,"VL-09PST-PD-9129121",-40.5921728919214,"Actual",0
"11018",3,1,"VL-09PST-PD-9129121",-40.5921728919214,"Predicted",40.5921728919214
"11019",4,1,"VL-09PST-PD-9129121",153.99302150983,"Actual",200
"11020",4,1,"VL-09PST-PD-9129121",153.99302150983,"Predicted",46.0069784901699
"11021",5,1,"VL-09PST-PD-9129121",-44.9860316808767,"Actual",0
"11022",5,1,"VL-09PST-PD-9129121",-44.9860316808767,"Predicted",44.9860316808767
"11023",6,2,"VL-09PST-PD-9129121",-44.3627786014681,"Actual",0
"11024",6,2,"VL-09PST-PD-9129121",-44.3627786014681,"Predicted",44.3627786014681
"11025",7,2,"VL-09PST-PD-9129121",-45.5032046024147,"Actual",0
