"","item_no","week","sold","year_total","best_seller","year","calendar_week","calendar_year","date","wk_ending_year","month","lag1","lag2","rolling_4wk_avg"
"6367","BNMO200P4PA",48,0,550,0,2022,48,2022,2022-11-27,2022,11,0,0,0
"6368","BNMO200P4PA",49,0,550,0,2022,49,2022,2022-12-04,2022,12,0,0,0
"6369","BNMO200P4PA",50,0,550,0,2022,50,2022,2022-12-11,2022,12,0,0,0
"6370","BNMO200P4PA",51,350,550,0,2022,51,2022,2022-12-18,2022,12,0,0,87.5
"6371","BNMO200P4PA",52,0,550,0,2022,52,2022,2022-12-25,2022,12,350,0,87.5
"6372","BNMO200P4PA",1,0,550,0,2022,1,2023,2023-01-01,2023,1,0,350,87.5
"6373","BNMO25P3D",0,0,500,0,2022,52,2021,2023-12-24,2023,12,0,0,NA
"6374","BNMO25P3D",1,0,500,0,2022,1,2022,2022-01-02,2022,1,0,0,NA
"6375","BNMO25P3D",2,0,500,0,2022,2,2022,2022-01-09,2022,1,0,0,NA
"6376","BNMO25P3D",3,50,500,0,2022,3,2022,2022-01-16,2022,1,0,0,12.5
"6377","BNMO25P3D",4,0,500,0,2022,4,2022,2022-01-23,2022,1,50,0,12.5
"6378","BNMO25P3D",5,0,500,0,2022,5,2022,2022-01-30,2022,1,0,50,12.5
"6379","BNMO25P3D",6,0,500,0,2022,6,2022,2022-02-06,2022,2,0,0,12.5
"6380","BNMO25P3D",7,0,500,0,2022,7,2022,2022-02-13,2022,2,0,0,0
"6381","BNMO25P3D",8,0,500,0,2022,8,2022,2022-02-20,2022,2,0,0,0
"6382","BNMO25P3D",9,0,500,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"6383","BNMO25P3D",10,0,500,0,2022,10,2022,2022-03-06,2022,3,0,0,0
"6384","BNMO25P3D",11,0,500,0,2022,11,2022,2022-03-13,2022,3,0,0,0
"6385","BNMO25P3D",12,50,500,0,2022,12,2022,2022-03-20,2022,3,0,0,12.5
"6386","BNMO25P3D",13,0,500,0,2022,13,2022,2022-03-27,2022,3,50,0,12.5
"6387","BNMO25P3D",14,0,500,0,2022,14,2022,2022-04-03,2022,4,0,50,12.5
"6388","BNMO25P3D",15,0,500,0,2022,15,2022,2022-04-10,2022,4,0,0,12.5
"6389","BNMO25P3D",16,0,500,0,2022,16,2022,2022-04-17,2022,4,0,0,0
"6390","BNMO25P3D",17,100,500,0,2022,17,2022,2022-04-24,2022,4,0,0,25
"6391","BNMO25P3D",18,100,500,0,2022,18,2022,2022-05-01,2022,5,100,0,50
"6392","BNMO25P3D",19,0,500,0,2022,19,2022,2022-05-08,2022,5,100,100,50
"6393","BNMO25P3D",20,0,500,0,2022,20,2022,2022-05-15,2022,5,0,100,50
"6394","BNMO25P3D",21,0,500,0,2022,21,2022,2022-05-22,2022,5,0,0,25
"6395","BNMO25P3D",22,0,500,0,2022,22,2022,2022-05-29,2022,5,0,0,0
"6396","BNMO25P3D",23,0,500,0,2022,23,2022,2022-06-05,2022,6,0,0,0
"6397","BNMO25P3D",24,0,500,0,2022,24,2022,2022-06-12,2022,6,0,0,0
"6398","BNMO25P3D",25,0,500,0,2022,25,2022,2022-06-19,2022,6,0,0,0
"6399","BNMO25P3D",26,0,500,0,2022,26,2022,2022-06-26,2022,6,0,0,0
"6400","BNMO25P3D",27,0,500,0,2022,27,2022,2022-07-03,2022,7,0,0,0
"6401","BNMO25P3D",28,0,500,0,2022,28,2022,2022-07-10,2022,7,0,0,0
"6402","BNMO25P3D",29,50,500,0,2022,29,2022,2022-07-17,2022,7,0,0,12.5
"6403","BNMO25P3D",30,0,500,0,2022,30,2022,2022-07-24,2022,7,50,0,12.5
"6404","BNMO25P3D",31,0,500,0,2022,31,2022,2022-07-31,2022,7,0,50,12.5
"6405","BNMO25P3D",32,0,500,0,2022,32,2022,2022-08-07,2022,8,0,0,12.5
"6406","BNMO25P3D",33,0,500,0,2022,33,2022,2022-08-14,2022,8,0,0,0
"6407","BNMO25P3D",34,0,500,0,2022,34,2022,2022-08-21,2022,8,0,0,0
"6408","BNMO25P3D",35,50,500,0,2022,35,2022,2022-08-28,2022,8,0,0,12.5
"6409","BNMO25P3D",36,0,500,0,2022,36,2022,2022-09-04,2022,9,50,0,12.5
"6410","BNMO25P3D",37,0,500,0,2022,37,2022,2022-09-11,2022,9,0,50,12.5
"6411","BNMO25P3D",38,0,500,0,2022,38,2022,2022-09-18,2022,9,0,0,12.5
"6412","BNMO25P3D",39,50,500,0,2022,39,2022,2022-09-25,2022,9,0,0,12.5
"6413","BNMO25P3D",40,0,500,0,2022,40,2022,2022-10-02,2022,10,50,0,12.5
"6414","BNMO25P3D",41,0,500,0,2022,41,2022,2022-10-09,2022,10,0,50,12.5
"6415","BNMO25P3D",42,0,500,0,2022,42,2022,2022-10-16,2022,10,0,0,12.5
"6416","BNMO25P3D",43,0,500,0,2022,43,2022,2022-10-23,2022,10,0,0,0
"6417","BNMO25P3D",44,0,500,0,2022,44,2022,2022-10-30,2022,10,0,0,0
"6418","BNMO25P3D",45,0,500,0,2022,45,2022,2022-11-06,2022,11,0,0,0
"6419","BNMO25P3D",46,0,500,0,2022,46,2022,2022-11-13,2022,11,0,0,0
"6420","BNMO25P3D",47,0,500,0,2022,47,2022,2022-11-20,2022,11,0,0,0
"6421","BNMO25P3D",48,0,500,0,2022,48,2022,2022-11-27,2022,11,0,0,0
"6422","BNMO25P3D",49,0,500,0,2022,49,2022,2022-12-04,2022,12,0,0,0
"6423","BNMO25P3D",50,50,500,0,2022,50,2022,2022-12-11,2022,12,0,0,12.5
"6424","BNMO25P3D",51,0,500,0,2022,51,2022,2022-12-18,2022,12,50,0,12.5
"6425","BNMO25P3D",52,0,500,0,2022,52,2022,2022-12-25,2022,12,0,50,12.5
"6426","BNMO25P3D",1,0,500,0,2022,1,2023,2023-01-01,2023,1,0,0,12.5
"6427","BPEM200P1SC",0,0,500,0,2022,52,2021,2023-12-24,2023,12,0,0,NA
"6428","BPEM200P1SC",1,0,500,0,2022,1,2022,2022-01-02,2022,1,0,0,NA
"6429","BPEM200P1SC",2,0,500,0,2022,2,2022,2022-01-09,2022,1,0,0,NA
"6430","BPEM200P1SC",3,0,500,0,2022,3,2022,2022-01-16,2022,1,0,0,0
"6431","BPEM200P1SC",4,0,500,0,2022,4,2022,2022-01-23,2022,1,0,0,0
"6432","BPEM200P1SC",5,0,500,0,2022,5,2022,2022-01-30,2022,1,0,0,0
"6433","BPEM200P1SC",6,0,500,0,2022,6,2022,2022-02-06,2022,2,0,0,0
"6434","BPEM200P1SC",7,0,500,0,2022,7,2022,2022-02-13,2022,2,0,0,0
"6435","BPEM200P1SC",8,0,500,0,2022,8,2022,2022-02-20,2022,2,0,0,0
"6436","BPEM200P1SC",9,0,500,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"6437","BPEM200P1SC",10,0,500,0,2022,10,2022,2022-03-06,2022,3,0,0,0
"6438","BPEM200P1SC",11,0,500,0,2022,11,2022,2022-03-13,2022,3,0,0,0
"6439","BPEM200P1SC",12,0,500,0,2022,12,2022,2022-03-20,2022,3,0,0,0
"6440","BPEM200P1SC",13,0,500,0,2022,13,2022,2022-03-27,2022,3,0,0,0
"6441","BPEM200P1SC",14,0,500,0,2022,14,2022,2022-04-03,2022,4,0,0,0
"6442","BPEM200P1SC",15,0,500,0,2022,15,2022,2022-04-10,2022,4,0,0,0
"6443","BPEM200P1SC",16,0,500,0,2022,16,2022,2022-04-17,2022,4,0,0,0
"6444","BPEM200P1SC",17,0,500,0,2022,17,2022,2022-04-24,2022,4,0,0,0
"6445","BPEM200P1SC",18,0,500,0,2022,18,2022,2022-05-01,2022,5,0,0,0
"6446","BPEM200P1SC",19,0,500,0,2022,19,2022,2022-05-08,2022,5,0,0,0
"6447","BPEM200P1SC",20,0,500,0,2022,20,2022,2022-05-15,2022,5,0,0,0
"6448","BPEM200P1SC",21,0,500,0,2022,21,2022,2022-05-22,2022,5,0,0,0
"6449","BPEM200P1SC",22,0,500,0,2022,22,2022,2022-05-29,2022,5,0,0,0
"6450","BPEM200P1SC",23,0,500,0,2022,23,2022,2022-06-05,2022,6,0,0,0
"6451","BPEM200P1SC",24,0,500,0,2022,24,2022,2022-06-12,2022,6,0,0,0
"6452","BPEM200P1SC",25,0,500,0,2022,25,2022,2022-06-19,2022,6,0,0,0
"6453","BPEM200P1SC",26,0,500,0,2022,26,2022,2022-06-26,2022,6,0,0,0
"6454","BPEM200P1SC",27,0,500,0,2022,27,2022,2022-07-03,2022,7,0,0,0
"6455","BPEM200P1SC",28,500,500,0,2022,28,2022,2022-07-10,2022,7,0,0,125
"6456","BPEM200P1SC",29,0,500,0,2022,29,2022,2022-07-17,2022,7,500,0,125
"6457","BPEM200P1SC",30,0,500,0,2022,30,2022,2022-07-24,2022,7,0,500,125
"6458","BPEM200P1SC",31,0,500,0,2022,31,2022,2022-07-31,2022,7,0,0,125
"6459","BPEM200P1SC",32,0,500,0,2022,32,2022,2022-08-07,2022,8,0,0,0
"6460","BPEM200P1SC",33,0,500,0,2022,33,2022,2022-08-14,2022,8,0,0,0
"6461","BPEM200P1SC",34,0,500,0,2022,34,2022,2022-08-21,2022,8,0,0,0
"6462","BPEM200P1SC",35,0,500,0,2022,35,2022,2022-08-28,2022,8,0,0,0
"6463","BPEM200P1SC",36,0,500,0,2022,36,2022,2022-09-04,2022,9,0,0,0
"6464","BPEM200P1SC",37,0,500,0,2022,37,2022,2022-09-11,2022,9,0,0,0
"6465","BPEM200P1SC",38,0,500,0,2022,38,2022,2022-09-18,2022,9,0,0,0
"6466","BPEM200P1SC",39,0,500,0,2022,39,2022,2022-09-25,2022,9,0,0,0
"6467","BPEM200P1SC",40,0,500,0,2022,40,2022,2022-10-02,2022,10,0,0,0
"6468","BPEM200P1SC",41,0,500,0,2022,41,2022,2022-10-09,2022,10,0,0,0
"6469","BPEM200P1SC",42,0,500,0,2022,42,2022,2022-10-16,2022,10,0,0,0
"6470","BPEM200P1SC",43,0,500,0,2022,43,2022,2022-10-23,2022,10,0,0,0
"6471","BPEM200P1SC",44,0,500,0,2022,44,2022,2022-10-30,2022,10,0,0,0
"6472","BPEM200P1SC",45,0,500,0,2022,45,2022,2022-11-06,2022,11,0,0,0
"6473","BPEM200P1SC",46,0,500,0,2022,46,2022,2022-11-13,2022,11,0,0,0
"6474","BPEM200P1SC",47,0,500,0,2022,47,2022,2022-11-20,2022,11,0,0,0
"6475","BPEM200P1SC",48,0,500,0,2022,48,2022,2022-11-27,2022,11,0,0,0
"6476","BPEM200P1SC",49,0,500,0,2022,49,2022,2022-12-04,2022,12,0,0,0
"6477","BPEM200P1SC",50,0,500,0,2022,50,2022,2022-12-11,2022,12,0,0,0
"6478","BPEM200P1SC",51,0,500,0,2022,51,2022,2022-12-18,2022,12,0,0,0
"6479","BPEM200P1SC",52,0,500,0,2022,52,2022,2022-12-25,2022,12,0,0,0
"6480","BPEM200P1SC",1,0,500,0,2022,1,2023,2023-01-01,2023,1,0,0,0
"6481","BPEM400P1P",0,0,1450,0,2022,52,2021,2023-12-24,2023,12,0,0,NA
"6482","BPEM400P1P",1,0,1450,0,2022,1,2022,2022-01-02,2022,1,0,0,NA
"6483","BPEM400P1P",2,400,1450,0,2022,2,2022,2022-01-09,2022,1,0,0,NA
"6484","BPEM400P1P",3,0,1450,0,2022,3,2022,2022-01-16,2022,1,400,0,100
"6485","BPEM400P1P",4,0,1450,0,2022,4,2022,2022-01-23,2022,1,0,400,100
"6486","BPEM400P1P",5,400,1450,0,2022,5,2022,2022-01-30,2022,1,0,0,200
"6487","BPEM400P1P",6,100,1450,0,2022,6,2022,2022-02-06,2022,2,400,0,125
"6488","BPEM400P1P",7,0,1450,0,2022,7,2022,2022-02-13,2022,2,100,400,125
"6489","BPEM400P1P",8,0,1450,0,2022,8,2022,2022-02-20,2022,2,0,100,125
"6490","BPEM400P1P",9,0,1450,0,2022,9,2022,2022-02-27,2022,2,0,0,25
"6491","BPEM400P1P",10,0,1450,0,2022,10,2022,2022-03-06,2022,3,0,0,0
"6492","BPEM400P1P",11,0,1450,0,2022,11,2022,2022-03-13,2022,3,0,0,0
"6493","BPEM400P1P",12,50,1450,0,2022,12,2022,2022-03-20,2022,3,0,0,12.5
"6494","BPEM400P1P",13,0,1450,0,2022,13,2022,2022-03-27,2022,3,50,0,12.5
"6495","BPEM400P1P",14,0,1450,0,2022,14,2022,2022-04-03,2022,4,0,50,12.5
"6496","BPEM400P1P",15,0,1450,0,2022,15,2022,2022-04-10,2022,4,0,0,12.5
"6497","BPEM400P1P",16,0,1450,0,2022,16,2022,2022-04-17,2022,4,0,0,0
"6498","BPEM400P1P",17,0,1450,0,2022,17,2022,2022-04-24,2022,4,0,0,0
"6499","BPEM400P1P",18,0,1450,0,2022,18,2022,2022-05-01,2022,5,0,0,0
"6500","BPEM400P1P",19,0,1450,0,2022,19,2022,2022-05-08,2022,5,0,0,0
"6501","BPEM400P1P",20,100,1450,0,2022,20,2022,2022-05-15,2022,5,0,0,25
"6502","BPEM400P1P",21,0,1450,0,2022,21,2022,2022-05-22,2022,5,100,0,25
"6503","BPEM400P1P",22,0,1450,0,2022,22,2022,2022-05-29,2022,5,0,100,25
"6504","BPEM400P1P",23,0,1450,0,2022,23,2022,2022-06-05,2022,6,0,0,25
"6505","BPEM400P1P",24,0,1450,0,2022,24,2022,2022-06-12,2022,6,0,0,0
"6506","BPEM400P1P",25,0,1450,0,2022,25,2022,2022-06-19,2022,6,0,0,0
"6507","BPEM400P1P",26,150,1450,0,2022,26,2022,2022-06-26,2022,6,0,0,37.5
"6508","BPEM400P1P",27,0,1450,0,2022,27,2022,2022-07-03,2022,7,150,0,37.5
"6509","BPEM400P1P",28,0,1450,0,2022,28,2022,2022-07-10,2022,7,0,150,37.5
"6510","BPEM400P1P",29,0,1450,0,2022,29,2022,2022-07-17,2022,7,0,0,37.5
"6511","BPEM400P1P",30,50,1450,0,2022,30,2022,2022-07-24,2022,7,0,0,12.5
"6512","BPEM400P1P",31,0,1450,0,2022,31,2022,2022-07-31,2022,7,50,0,12.5
"6513","BPEM400P1P",32,0,1450,0,2022,32,2022,2022-08-07,2022,8,0,50,12.5
"6514","BPEM400P1P",33,0,1450,0,2022,33,2022,2022-08-14,2022,8,0,0,12.5
"6515","BPEM400P1P",34,0,1450,0,2022,34,2022,2022-08-21,2022,8,0,0,0
"6516","BPEM400P1P",35,0,1450,0,2022,35,2022,2022-08-28,2022,8,0,0,0
"6517","BPEM400P1P",36,0,1450,0,2022,36,2022,2022-09-04,2022,9,0,0,0
"6518","BPEM400P1P",37,0,1450,0,2022,37,2022,2022-09-11,2022,9,0,0,0
"6519","BPEM400P1P",38,200,1450,0,2022,38,2022,2022-09-18,2022,9,0,0,50
"6520","BPEM400P1P",39,0,1450,0,2022,39,2022,2022-09-25,2022,9,200,0,50
"6521","BPEM400P1P",40,0,1450,0,2022,40,2022,2022-10-02,2022,10,0,200,50
"6522","BPEM400P1P",41,0,1450,0,2022,41,2022,2022-10-09,2022,10,0,0,50
"6523","BPEM400P1P",42,0,1450,0,2022,42,2022,2022-10-16,2022,10,0,0,0
"6524","BPEM400P1P",43,0,1450,0,2022,43,2022,2022-10-23,2022,10,0,0,0
"6525","BPEM400P1P",44,0,1450,0,2022,44,2022,2022-10-30,2022,10,0,0,0
"6526","BPEM400P1P",45,0,1450,0,2022,45,2022,2022-11-06,2022,11,0,0,0
"6527","BPEM400P1P",46,0,1450,0,2022,46,2022,2022-11-13,2022,11,0,0,0
"6528","BPEM400P1P",47,0,1450,0,2022,47,2022,2022-11-20,2022,11,0,0,0
"6529","BPEM400P1P",48,0,1450,0,2022,48,2022,2022-11-27,2022,11,0,0,0
"6530","BPEM400P1P",49,0,1450,0,2022,49,2022,2022-12-04,2022,12,0,0,0
"6531","BPEM400P1P",50,0,1450,0,2022,50,2022,2022-12-11,2022,12,0,0,0
"6532","BPEM400P1P",51,0,1450,0,2022,51,2022,2022-12-18,2022,12,0,0,0
"6533","BPEM400P1P",52,0,1450,0,2022,52,2022,2022-12-25,2022,12,0,0,0
"6534","BPEM400P1P",1,0,1450,0,2022,1,2023,2023-01-01,2023,1,0,0,0
"6535","BPENF50P2RDWE",0,0,1550,0,2022,52,2021,2023-12-24,2023,12,0,0,NA
"6536","BPENF50P2RDWE",1,0,1550,0,2022,1,2022,2022-01-02,2022,1,0,0,NA
"6537","BPENF50P2RDWE",2,0,1550,0,2022,2,2022,2022-01-09,2022,1,0,0,NA
"6538","BPENF50P2RDWE",3,0,1550,0,2022,3,2022,2022-01-16,2022,1,0,0,0
"6539","BPENF50P2RDWE",4,0,1550,0,2022,4,2022,2022-01-23,2022,1,0,0,0
"6540","BPENF50P2RDWE",5,0,1550,0,2022,5,2022,2022-01-30,2022,1,0,0,0
"6541","BPENF50P2RDWE",6,0,1550,0,2022,6,2022,2022-02-06,2022,2,0,0,0
"6542","BPENF50P2RDWE",7,0,1550,0,2022,7,2022,2022-02-13,2022,2,0,0,0
"6543","BPENF50P2RDWE",8,0,1550,0,2022,8,2022,2022-02-20,2022,2,0,0,0
"6544","BPENF50P2RDWE",9,0,1550,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"6545","BPENF50P2RDWE",10,0,1550,0,2022,10,2022,2022-03-06,2022,3,0,0,0
"6546","BPENF50P2RDWE",11,0,1550,0,2022,11,2022,2022-03-13,2022,3,0,0,0
"6547","BPENF50P2RDWE",12,0,1550,0,2022,12,2022,2022-03-20,2022,3,0,0,0
"6548","BPENF50P2RDWE",13,0,1550,0,2022,13,2022,2022-03-27,2022,3,0,0,0
"6549","BPENF50P2RDWE",14,0,1550,0,2022,14,2022,2022-04-03,2022,4,0,0,0
"6550","BPENF50P2RDWE",15,0,1550,0,2022,15,2022,2022-04-10,2022,4,0,0,0
"6551","BPENF50P2RDWE",16,0,1550,0,2022,16,2022,2022-04-17,2022,4,0,0,0
"6552","BPENF50P2RDWE",17,0,1550,0,2022,17,2022,2022-04-24,2022,4,0,0,0
"6553","BPENF50P2RDWE",18,0,1550,0,2022,18,2022,2022-05-01,2022,5,0,0,0
"6554","BPENF50P2RDWE",19,0,1550,0,2022,19,2022,2022-05-08,2022,5,0,0,0
"6555","BPENF50P2RDWE",20,0,1550,0,2022,20,2022,2022-05-15,2022,5,0,0,0
"6556","BPENF50P2RDWE",21,0,1550,0,2022,21,2022,2022-05-22,2022,5,0,0,0
"6557","BPENF50P2RDWE",22,0,1550,0,2022,22,2022,2022-05-29,2022,5,0,0,0
"6558","BPENF50P2RDWE",23,0,1550,0,2022,23,2022,2022-06-05,2022,6,0,0,0
"6559","BPENF50P2RDWE",24,0,1550,0,2022,24,2022,2022-06-12,2022,6,0,0,0
"6560","BPENF50P2RDWE",25,0,1550,0,2022,25,2022,2022-06-19,2022,6,0,0,0
"6561","BPENF50P2RDWE",26,800,1550,0,2022,26,2022,2022-06-26,2022,6,0,0,200
"6562","BPENF50P2RDWE",27,0,1550,0,2022,27,2022,2022-07-03,2022,7,800,0,200
"6563","BPENF50P2RDWE",28,0,1550,0,2022,28,2022,2022-07-10,2022,7,0,800,200
"6564","BPENF50P2RDWE",29,50,1550,0,2022,29,2022,2022-07-17,2022,7,0,0,212.5
"6565","BPENF50P2RDWE",30,0,1550,0,2022,30,2022,2022-07-24,2022,7,50,0,12.5
"6566","BPENF50P2RDWE",31,0,1550,0,2022,31,2022,2022-07-31,2022,7,0,50,12.5
"6567","BPENF50P2RDWE",32,0,1550,0,2022,32,2022,2022-08-07,2022,8,0,0,12.5
"6568","BPENF50P2RDWE",33,0,1550,0,2022,33,2022,2022-08-14,2022,8,0,0,0
"6569","BPENF50P2RDWE",34,0,1550,0,2022,34,2022,2022-08-21,2022,8,0,0,0
"6570","BPENF50P2RDWE",35,0,1550,0,2022,35,2022,2022-08-28,2022,8,0,0,0
"6571","BPENF50P2RDWE",36,0,1550,0,2022,36,2022,2022-09-04,2022,9,0,0,0
"6572","BPENF50P2RDWE",37,0,1550,0,2022,37,2022,2022-09-11,2022,9,0,0,0
"6573","BPENF50P2RDWE",38,700,1550,0,2022,38,2022,2022-09-18,2022,9,0,0,175
"6574","BPENF50P2RDWE",39,0,1550,0,2022,39,2022,2022-09-25,2022,9,700,0,175
"6575","BPENF50P2RDWE",40,0,1550,0,2022,40,2022,2022-10-02,2022,10,0,700,175
"6576","BPENF50P2RDWE",41,0,1550,0,2022,41,2022,2022-10-09,2022,10,0,0,175
"6577","BPENF50P2RDWE",42,0,1550,0,2022,42,2022,2022-10-16,2022,10,0,0,0
"6578","BPENF50P2RDWE",43,0,1550,0,2022,43,2022,2022-10-23,2022,10,0,0,0
"6579","BPENF50P2RDWE",44,0,1550,0,2022,44,2022,2022-10-30,2022,10,0,0,0
"6580","BPENF50P2RDWE",45,0,1550,0,2022,45,2022,2022-11-06,2022,11,0,0,0
"6581","BPENF50P2RDWE",46,0,1550,0,2022,46,2022,2022-11-13,2022,11,0,0,0
"6582","BPENF50P2RDWE",47,0,1550,0,2022,47,2022,2022-11-20,2022,11,0,0,0
"6583","BPENF50P2RDWE",48,0,1550,0,2022,48,2022,2022-11-27,2022,11,0,0,0
"6584","BPENF50P2RDWE",49,0,1550,0,2022,49,2022,2022-12-04,2022,12,0,0,0
"6585","BPENF50P2RDWE",50,0,1550,0,2022,50,2022,2022-12-11,2022,12,0,0,0
"6586","BPENF50P2RDWE",51,0,1550,0,2022,51,2022,2022-12-18,2022,12,0,0,0
"6587","BPENF50P2RDWE",52,0,1550,0,2022,52,2022,2022-12-25,2022,12,0,0,0
"6588","BPENF50P2RDWE",1,0,1550,0,2022,1,2023,2023-01-01,2023,1,0,0,0
"6589","BPENG200P2PWE",0,0,2800,0,2022,52,2021,2023-12-24,2023,12,0,0,NA
"6590","BPENG200P2PWE",1,0,2800,0,2022,1,2022,2022-01-02,2022,1,0,0,NA
"6591","BPENG200P2PWE",2,0,2800,0,2022,2,2022,2022-01-09,2022,1,0,0,NA
"6592","BPENG200P2PWE",3,0,2800,0,2022,3,2022,2022-01-16,2022,1,0,0,0
"6593","BPENG200P2PWE",4,0,2800,0,2022,4,2022,2022-01-23,2022,1,0,0,0
"6594","BPENG200P2PWE",5,0,2800,0,2022,5,2022,2022-01-30,2022,1,0,0,0
"6595","BPENG200P2PWE",6,0,2800,0,2022,6,2022,2022-02-06,2022,2,0,0,0
"6596","BPENG200P2PWE",7,0,2800,0,2022,7,2022,2022-02-13,2022,2,0,0,0
"6597","BPENG200P2PWE",8,0,2800,0,2022,8,2022,2022-02-20,2022,2,0,0,0
"6598","BPENG200P2PWE",9,0,2800,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"6599","BPENG200P2PWE",10,0,2800,0,2022,10,2022,2022-03-06,2022,3,0,0,0
"6600","BPENG200P2PWE",11,0,2800,0,2022,11,2022,2022-03-13,2022,3,0,0,0
"6601","BPENG200P2PWE",12,0,2800,0,2022,12,2022,2022-03-20,2022,3,0,0,0
"6602","BPENG200P2PWE",13,1200,2800,0,2022,13,2022,2022-03-27,2022,3,0,0,300
"6603","BPENG200P2PWE",14,0,2800,0,2022,14,2022,2022-04-03,2022,4,1200,0,300
"6604","BPENG200P2PWE",15,0,2800,0,2022,15,2022,2022-04-10,2022,4,0,1200,300
"6605","BPENG200P2PWE",16,0,2800,0,2022,16,2022,2022-04-17,2022,4,0,0,300
"6606","BPENG200P2PWE",17,0,2800,0,2022,17,2022,2022-04-24,2022,4,0,0,0
"6607","BPENG200P2PWE",18,0,2800,0,2022,18,2022,2022-05-01,2022,5,0,0,0
"6608","BPENG200P2PWE",19,0,2800,0,2022,19,2022,2022-05-08,2022,5,0,0,0
"6609","BPENG200P2PWE",20,0,2800,0,2022,20,2022,2022-05-15,2022,5,0,0,0
"6610","BPENG200P2PWE",21,0,2800,0,2022,21,2022,2022-05-22,2022,5,0,0,0
"6611","BPENG200P2PWE",22,0,2800,0,2022,22,2022,2022-05-29,2022,5,0,0,0
"6612","BPENG200P2PWE",23,0,2800,0,2022,23,2022,2022-06-05,2022,6,0,0,0
"6613","BPENG200P2PWE",24,0,2800,0,2022,24,2022,2022-06-12,2022,6,0,0,0
"6614","BPENG200P2PWE",25,0,2800,0,2022,25,2022,2022-06-19,2022,6,0,0,0
"6615","BPENG200P2PWE",26,0,2800,0,2022,26,2022,2022-06-26,2022,6,0,0,0
"6616","BPENG200P2PWE",27,0,2800,0,2022,27,2022,2022-07-03,2022,7,0,0,0
"6617","BPENG200P2PWE",28,0,2800,0,2022,28,2022,2022-07-10,2022,7,0,0,0
"6618","BPENG200P2PWE",29,0,2800,0,2022,29,2022,2022-07-17,2022,7,0,0,0
"6619","BPENG200P2PWE",30,0,2800,0,2022,30,2022,2022-07-24,2022,7,0,0,0
"6620","BPENG200P2PWE",31,0,2800,0,2022,31,2022,2022-07-31,2022,7,0,0,0
"6621","BPENG200P2PWE",32,0,2800,0,2022,32,2022,2022-08-07,2022,8,0,0,0
"6622","BPENG200P2PWE",33,0,2800,0,2022,33,2022,2022-08-14,2022,8,0,0,0
"6623","BPENG200P2PWE",34,0,2800,0,2022,34,2022,2022-08-21,2022,8,0,0,0
"6624","BPENG200P2PWE",35,0,2800,0,2022,35,2022,2022-08-28,2022,8,0,0,0
"6625","BPENG200P2PWE",36,0,2800,0,2022,36,2022,2022-09-04,2022,9,0,0,0
"6626","BPENG200P2PWE",37,0,2800,0,2022,37,2022,2022-09-11,2022,9,0,0,0
"6627","BPENG200P2PWE",38,0,2800,0,2022,38,2022,2022-09-18,2022,9,0,0,0
"6628","BPENG200P2PWE",39,0,2800,0,2022,39,2022,2022-09-25,2022,9,0,0,0
"6629","BPENG200P2PWE",40,0,2800,0,2022,40,2022,2022-10-02,2022,10,0,0,0
"6630","BPENG200P2PWE",41,1000,2800,0,2022,41,2022,2022-10-09,2022,10,0,0,250
"6631","BPENG200P2PWE",42,0,2800,0,2022,42,2022,2022-10-16,2022,10,1000,0,250
"6632","BPENG200P2PWE",43,0,2800,0,2022,43,2022,2022-10-23,2022,10,0,1000,250
"6633","BPENG200P2PWE",44,0,2800,0,2022,44,2022,2022-10-30,2022,10,0,0,250
"6634","BPENG200P2PWE",45,0,2800,0,2022,45,2022,2022-11-06,2022,11,0,0,0
"6635","BPENG200P2PWE",46,0,2800,0,2022,46,2022,2022-11-13,2022,11,0,0,0
"6636","BPENG200P2PWE",47,0,2800,0,2022,47,2022,2022-11-20,2022,11,0,0,0
"6637","BPENG200P2PWE",48,0,2800,0,2022,48,2022,2022-11-27,2022,11,0,0,0
"6638","BPENG200P2PWE",49,0,2800,0,2022,49,2022,2022-12-04,2022,12,0,0,0
"6639","BPENG200P2PWE",50,600,2800,0,2022,50,2022,2022-12-11,2022,12,0,0,150
"6640","BPENG200P2PWE",51,0,2800,0,2022,51,2022,2022-12-18,2022,12,600,0,150
"6641","BPENG200P2PWE",52,0,2800,0,2022,52,2022,2022-12-25,2022,12,0,600,150
"6642","BPENG200P2PWE",1,0,2800,0,2022,1,2023,2023-01-01,2023,1,0,0,150
"6643","BPENG25P2P",0,50,700,0,2022,52,2021,2023-12-24,2023,12,0,0,NA
"6644","BPENG25P2P",1,100,700,0,2022,1,2022,2022-01-02,2022,1,50,0,NA
"6645","BPENG25P2P",2,150,700,0,2022,2,2022,2022-01-09,2022,1,100,50,NA
"6646","BPENG25P2P",3,0,700,0,2022,3,2022,2022-01-16,2022,1,150,100,75
"6647","BPENG25P2P",4,0,700,0,2022,4,2022,2022-01-23,2022,1,0,150,62.5
"6648","BPENG25P2P",5,100,700,0,2022,5,2022,2022-01-30,2022,1,0,0,62.5
"6649","BPENG25P2P",6,0,700,0,2022,6,2022,2022-02-06,2022,2,100,0,25
