"","item_no","week","sold","year_total","best_seller","year","calendar_week","calendar_year","date","wk_ending_year","month","lag1","lag2","rolling_4wk_avg"
"14095","MX40-STD-24244",0,70,8694,1,2022,52,2021,2023-12-24,2023,12,340,1407,NA
"14096","MX40-STD-24244",1,234,8694,1,2022,1,2022,2022-01-02,2022,1,70,340,NA
"14097","MX40-STD-24244",2,42,8694,1,2022,2,2022,2022-01-09,2022,1,234,70,NA
"14098","MX40-STD-24244",3,72,8694,1,2022,3,2022,2022-01-16,2022,1,42,234,104.5
"14099","MX40-STD-24244",4,90,8694,1,2022,4,2022,2022-01-23,2022,1,72,42,109.5
"14100","MX40-STD-24244",5,204,8694,1,2022,5,2022,2022-01-30,2022,1,90,72,102
"14101","MX40-STD-24244",6,54,8694,1,2022,6,2022,2022-02-06,2022,2,204,90,105
"14102","MX40-STD-24244",7,300,8694,1,2022,7,2022,2022-02-13,2022,2,54,204,162
"14103","MX40-STD-24244",8,216,8694,1,2022,8,2022,2022-02-20,2022,2,300,54,193.5
"14104","MX40-STD-24244",9,52,8694,1,2022,9,2022,2022-02-27,2022,2,216,300,155.5
"14105","MX40-STD-24244",10,318,8694,1,2022,10,2022,2022-03-06,2022,3,52,216,221.5
"14106","MX40-STD-24244",11,24,8694,1,2022,11,2022,2022-03-13,2022,3,318,52,152.5
"14107","MX40-STD-24244",12,80,8694,1,2022,12,2022,2022-03-20,2022,3,24,318,118.5
"14108","MX40-STD-24244",13,108,8694,1,2022,13,2022,2022-03-27,2022,3,80,24,132.5
"14109","MX40-STD-24244",14,126,8694,1,2022,14,2022,2022-04-03,2022,4,108,80,84.5
"14110","MX40-STD-24244",15,18,8694,1,2022,15,2022,2022-04-10,2022,4,126,108,83
"14111","MX40-STD-24244",16,12,8694,1,2022,16,2022,2022-04-17,2022,4,18,126,66
"14112","MX40-STD-24244",17,96,8694,1,2022,17,2022,2022-04-24,2022,4,12,18,63
"14113","MX40-STD-24244",18,444,8694,1,2022,18,2022,2022-05-01,2022,5,96,12,142.5
"14114","MX40-STD-24244",19,92,8694,1,2022,19,2022,2022-05-08,2022,5,444,96,161
"14115","MX40-STD-24244",20,84,8694,1,2022,20,2022,2022-05-15,2022,5,92,444,179
"14116","MX40-STD-24244",21,12,8694,1,2022,21,2022,2022-05-22,2022,5,84,92,158
"14117","MX40-STD-24244",22,218,8694,1,2022,22,2022,2022-05-29,2022,5,12,84,101.5
"14118","MX40-STD-24244",23,129,8694,1,2022,23,2022,2022-06-05,2022,6,218,12,110.75
"14119","MX40-STD-24244",24,186,8694,1,2022,24,2022,2022-06-12,2022,6,129,218,136.25
"14120","MX40-STD-24244",25,306,8694,1,2022,25,2022,2022-06-19,2022,6,186,129,209.75
"14121","MX40-STD-24244",26,237,8694,1,2022,26,2022,2022-06-26,2022,6,306,186,214.5
"14122","MX40-STD-24244",27,229,8694,1,2022,27,2022,2022-07-03,2022,7,237,306,239.5
"14123","MX40-STD-24244",28,258,8694,1,2022,28,2022,2022-07-10,2022,7,229,237,257.5
"14124","MX40-STD-24244",29,91,8694,1,2022,29,2022,2022-07-17,2022,7,258,229,203.75
"14125","MX40-STD-24244",30,84,8694,1,2022,30,2022,2022-07-24,2022,7,91,258,165.5
"14126","MX40-STD-24244",31,216,8694,1,2022,31,2022,2022-07-31,2022,7,84,91,162.25
"14127","MX40-STD-24244",32,192,8694,1,2022,32,2022,2022-08-07,2022,8,216,84,145.75
"14128","MX40-STD-24244",33,144,8694,1,2022,33,2022,2022-08-14,2022,8,192,216,159
"14129","MX40-STD-24244",34,307,8694,1,2022,34,2022,2022-08-21,2022,8,144,192,214.75
"14130","MX40-STD-24244",35,192,8694,1,2022,35,2022,2022-08-28,2022,8,307,144,208.75
"14131","MX40-STD-24244",36,265,8694,1,2022,36,2022,2022-09-04,2022,9,192,307,227
"14132","MX40-STD-24244",37,18,8694,1,2022,37,2022,2022-09-11,2022,9,265,192,195.5
"14133","MX40-STD-24244",38,10,8694,1,2022,38,2022,2022-09-18,2022,9,18,265,121.25
"14134","MX40-STD-24244",39,144,8694,1,2022,39,2022,2022-09-25,2022,9,10,18,109.25
"14135","MX40-STD-24244",40,192,8694,1,2022,40,2022,2022-10-02,2022,10,144,10,91
"14136","MX40-STD-24244",41,24,8694,1,2022,41,2022,2022-10-09,2022,10,192,144,92.5
"14137","MX40-STD-24244",42,0,8694,1,2022,42,2022,2022-10-16,2022,10,24,192,90
"14138","MX40-STD-24244",43,264,8694,1,2022,43,2022,2022-10-23,2022,10,0,24,120
"14139","MX40-STD-24244",44,78,8694,1,2022,44,2022,2022-10-30,2022,10,264,0,91.5
"14140","MX40-STD-24244",45,686,8694,1,2022,45,2022,2022-11-06,2022,11,78,264,257
"14141","MX40-STD-24244",46,158,8694,1,2022,46,2022,2022-11-13,2022,11,686,78,296.5
"14142","MX40-STD-24244",47,54,8694,1,2022,47,2022,2022-11-20,2022,11,158,686,244
"14143","MX40-STD-24244",48,306,8694,1,2022,48,2022,2022-11-27,2022,11,54,158,301
"14144","MX40-STD-24244",49,179,8694,1,2022,49,2022,2022-12-04,2022,12,306,54,174.25
"14145","MX40-STD-24244",50,156,8694,1,2022,50,2022,2022-12-11,2022,12,179,306,173.75
"14146","MX40-STD-24244",51,521,8694,1,2022,51,2022,2022-12-18,2022,12,156,179,290.5
"14147","MX40-STD-24244",52,66,8694,1,2022,52,2022,2022-12-25,2022,12,521,156,230.5
"14148","MX40-STD-24244",1,36,8694,1,2022,1,2023,2023-01-01,2023,1,66,521,194.75
"14149","MX40-STD-25252",0,0,677,0,2022,52,2021,2023-12-24,2023,12,36,66,NA
"14150","MX40-STD-25252",1,0,677,0,2022,1,2022,2022-01-02,2022,1,0,36,NA
"14151","MX40-STD-25252",2,0,677,0,2022,2,2022,2022-01-09,2022,1,0,0,NA
"14152","MX40-STD-25252",3,24,677,0,2022,3,2022,2022-01-16,2022,1,0,0,6
"14153","MX40-STD-25252",4,36,677,0,2022,4,2022,2022-01-23,2022,1,24,0,15
"14154","MX40-STD-25252",5,0,677,0,2022,5,2022,2022-01-30,2022,1,36,24,15
"14155","MX40-STD-25252",6,0,677,0,2022,6,2022,2022-02-06,2022,2,0,36,15
"14156","MX40-STD-25252",7,12,677,0,2022,7,2022,2022-02-13,2022,2,0,0,12
"14157","MX40-STD-25252",8,1,677,0,2022,8,2022,2022-02-20,2022,2,12,0,3.25
"14158","MX40-STD-25252",9,0,677,0,2022,9,2022,2022-02-27,2022,2,1,12,3.25
"14159","MX40-STD-25252",10,0,677,0,2022,10,2022,2022-03-06,2022,3,0,1,3.25
"14160","MX40-STD-25252",11,12,677,0,2022,11,2022,2022-03-13,2022,3,0,0,3.25
"14161","MX40-STD-25252",12,0,677,0,2022,12,2022,2022-03-20,2022,3,12,0,3
"14162","MX40-STD-25252",13,0,677,0,2022,13,2022,2022-03-27,2022,3,0,12,3
"14163","MX40-STD-25252",14,0,677,0,2022,14,2022,2022-04-03,2022,4,0,0,3
"14164","MX40-STD-25252",15,12,677,0,2022,15,2022,2022-04-10,2022,4,0,0,3
"14165","MX40-STD-25252",16,0,677,0,2022,16,2022,2022-04-17,2022,4,12,0,3
"14166","MX40-STD-25252",17,0,677,0,2022,17,2022,2022-04-24,2022,4,0,12,3
"14167","MX40-STD-25252",18,0,677,0,2022,18,2022,2022-05-01,2022,5,0,0,3
